GC OrgID,legal_title,appellation_légale,FAA_LGFP,preferred_name,nom_préféré,abbreviation,abreviation,status_statut,end_date_fin,harmonized_name,nom_harmonisé
3447,Canada Media Fund,Fonds des médias du Canada,,,,,,a,,Canada Media Fund,Fonds des médias du Canada
3448,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers,,,,,,a,,Canada-Newfoundland and Labrador Offshore Petroleum Board,Office Canada-Terre-Neuve-et-Labrador des hydrocarbures extracôtiers
3449,Canada-Nova Scotia Offshore Petroleum Board,Office Canada-Nouvelle-Écosse des hydrocarbures extracôtiers,,,,,,a,,Canada-Nova Scotia Offshore Petroleum Board,Office Canada-Nouvelle-Écosse des hydrocarbures extracôtiers
3450,Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS),,,,,,a,,Canadian Agency for Drugs and Technologies in Health (CADTH),Agence canadienne des médicaments et des technologies de la santé (ACMTS)
3451,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances,,,,,,a,,Canadian Centre on Substance Use and Addictions,Centre canadien sur les dépendances et l'usage de substances
3452,Canadian Energy Research Institute,Canadian Energy Research Institute,,,,,,d,2020,Canadian Energy Research Institute,Canadian Energy Research Institute
3453,Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS),,,,,,a,,Canadian Institute for Health Information (CIHI),Institut canadien d'information sur la santé (ICIS)
3454,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux,,,,,,a,,Canadian Livestock Records Corporation,Société canadienne d'enregistrement des animaux
3455,Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC),,,,,,a,,Canadian Partnership Against Cancer Corporation (CPAC),Partenariat canadien contre le cancer (PCC)
3456,Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP),,,,,,d,2020,Canadian Patient Safety Institute (CPSI),Institut canadien pour la sécurité des patients (ICSP)
3457,Canadian Sport Institute Ontario,Institut canadien du sport Ontario,,,,,,a,,Canadian Sport Institute Ontario,Institut canadien du sport Ontario
3458,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.,,,,,,a,,Charlottetown Airport Authority Inc.,Charlottetown Airport Authority Inc.
3459,Coaching Association of Canada,Association canadienne des entraîneurs,,,,,,a,,Coaching Association of Canada,Association canadienne des entraîneurs
3461,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority,,,,,,a,,Edmonton Regional Airports Authority,Edmonton Regional Airports Authority
3462,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.,,,,,,a,,Fredericton International Airport Authority Inc.,Fredericton International Airport Authority Inc.
3463,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.,,,,,,a,,Gander International Airport Authority Inc.,Gander International Airport Authority Inc.
3464,Greater London International Airport Authority,Greater London International Airport Authority,,,,,,a,,Greater London International Airport Authority,Greater London International Airport Authority
3465,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.,,,,,,a,,Greater Moncton International Airport Authority Inc.,Greater Moncton International Airport Authority Inc.
3466,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto,,,,,,a,,Greater Toronto Airports Authority,Autorité aéroportuaire du Grand Toronto
3467,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax,,,,,,a,,Halifax International Airport Authority,Administration de l'aéroport international d'Halifax
3468,Halifax Port Authority,Administration portuaire d'Halifax,,,,,,a,,Halifax Port Authority,Administration portuaire d'Halifax
3469,Hamilton Port Authority,Administration portuaire de Hamilton,,,,,,a,,Hamilton Port Authority,Administration portuaire de Hamilton
3470,Institut national du sport du Québec,Institut national du sport du Québec,,,,,,a,,Institut national du sport du Québec,Institut national du sport du Québec
3471,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur,,,,,,a,,Internal Trade Secretariat Corporation,Corporation du Secrétariat du commerce intérieur
3472,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries,,,,,,a,,International Fisheries Commissions Pension Society,Société de caisse de retraite de la Commission internationale des pêcheries
3473,Lake of the Woods Control Board,Commission de contrôle du lac des Bois,,,,,,a,,Lake of the Woods Control Board,Commission de contrôle du lac des Bois
3474,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes,,,,,,a,,Maritime Forestry Complex Corporation,Société du complexe forestier des Maritimes
3475,Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC),,,,,,a,,Mental Health Commission of Canada (MHCC),Commission de la santé mentale du Canada (CSMC)
3476,Milit-Air Inc.,Milit-Air Inc.,,,,,,a,,Milit-Air Inc.,Milit-Air Inc.
3477,Montréal Port Authority,Administration portuaire de Montréal,,,,,,a,,Montréal Port Authority,Administration portuaire de Montréal
3478,Nanaimo Port Authority,Administration portuaire de Nanaimo,,,,,,a,,Nanaimo Port Authority,Administration portuaire de Nanaimo
3479,"Nature Trust of British Columbia, The","Nature Trust of British Columbia, The",,,,,,a,,"Nature Trust of British Columbia, The","Nature Trust of British Columbia, The"
3480,NAV CANADA,NAV CANADA,,,,,,a,,NAV CANADA,NAV CANADA
3481,Oshawa Port Authority,Administration portuaire d'Oshawa,,,,,,a,,Oshawa Port Authority,Administration portuaire d'Oshawa
3482,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa,,,,,,a,,Ottawa International Airport Authority,Administration de l'aéroport international d'Ottawa
3483,Ouranos Consortium,Consortium Ouranos,,,,,,a,,Ouranos Consortium,Consortium Ouranos
3484,"Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La",,,,,,a,,"Pierre Elliott Trudeau Foundation, The","Fondation Pierre Elliott Trudeau, La"
3485,Porcupine Caribou Management Board,Porcupine Caribou Management Board,,,,,,a,,Porcupine Caribou Management Board,Porcupine Caribou Management Board
3486,Port Alberni Port Authority,Administration portuaire de Port Alberni,,,,,,a,,Port Alberni Port Authority,Administration portuaire de Port Alberni
3488,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.,,,,,,a,,Prince George Airport Authority Inc.,Prince George Airport Authority Inc.
3489,Prince Rupert Port Authority,Administration portuaire de Prince Rupert,,,,,,a,,Prince Rupert Port Authority,Administration portuaire de Prince Rupert
3490,Québec Port Authority,Administration portuaire de Québec,,,,,,a,,Québec Port Authority,Administration portuaire de Québec
3491,Regina Airport Authority Inc.,Regina Airport Authority Inc.,,,,,,a,,Regina Airport Authority Inc.,Regina Airport Authority Inc.
3492,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello,,,,,,a,,Roosevelt Campobello International Park Commission,Commission du parc international Roosevelt de Campobello
3493,Saguenay Port Authority,Administration portuaire du Saguenay,,,,,,a,,Saguenay Port Authority,Administration portuaire du Saguenay
3494,Saint John Airport Inc.,Saint John Airport Inc.,,,,,,a,,Saint John Airport Inc.,Saint John Airport Inc.
3495,Saint John Port Authority,Administration portuaire de Saint John,,,,,,a,,Saint John Port Authority,Administration portuaire de Saint John
3496,Saskatoon Airport Authority,Saskatoon Airport Authority,,,,,,a,,Saskatoon Airport Authority,Saskatoon Airport Authority
3497,Sept-Îles Port Authority,Administration portuaire de Sept-Îles,,,,,,a,,Sept-Îles Port Authority,Administration portuaire de Sept-Îles
3498,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada,,,,,,a,,Sport Dispute Resolution Centre of Canada,Centre de règlement des différends sportifs du Canada
3499,St. John's International Airport Authority,St. John's International Airport Authority,,,,,,a,,St. John's International Airport Authority,St. John's International Airport Authority
3500,St. John's Port Authority,Administration portuaire de St. John's,,,,,,a,,St. John's Port Authority,Administration portuaire de St. John's
3501,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent,,,,,,a,,St. Lawrence Seaway Management Corporation,Corporation de gestion de la Voie maritime du Saint-Laurent
3502,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.,,,,,,a,,Terry Fox Humanitarian Award Inc.,Prix humanitaire Terry Fox inc.
3503,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.,,,,,,a,,Thunder Bay International Airports Authority Inc.,Thunder Bay International Airports Authority Inc.
3504,Thunder Bay Port Authority,Administration portuaire de Thunder Bay,,,,,,a,,Thunder Bay Port Authority,Administration portuaire de Thunder Bay
3506,Toronto Port Authority,Administration portuaire de Toronto,,,,,,a,,Toronto Port Authority,Administration portuaire de Toronto
3507,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières,,,,,,a,,Trois-Rivières Port Authority,Administration portuaire de Trois-Rivières
3508,TV5 Québec Canada,TV5 Québec Canada,,,,,,a,,TV5 Québec Canada,TV5 Québec Canada
3509,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser,,,,,,a,,Vancouver Fraser Port Authority,Administration portuaire de Vancouver Fraser
3510,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver,,,,,,a,,Vancouver International Airport Authority,Administration de l'Aéroport de Vancouver
3511,Victoria Airport Authority,Autorité aéroportuaire de Victoria,,,,,,a,,Victoria Airport Authority,Autorité aéroportuaire de Victoria
3512,Waterfront Toronto,Waterfront Toronto,,,,,,a,,Waterfront Toronto,Waterfront Toronto
3513,Wildlife Habitat Canada,Habitat faunique Canada,,,,,,a,,Wildlife Habitat Canada,Habitat faunique Canada
3514,Windsor Port Authority,Administration portuaire de Windsor,,,,,,a,,Windsor Port Authority,Administration portuaire de Windsor
3515,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.,,,,,,a,,Winnipeg Airports Authority Inc.,Winnipeg Airports Authority Inc.
3516,Canadian Foundation for Healthcare Improvement (CFHI),Fondation canadienne pour l'amélioration des services de santé (FCASS),,,,,,d,2020,Canadian Foundation for Healthcare Improvement (CFHI),Fondation canadienne pour l'amélioration des services de santé (FCASS)
3517,Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC),,,,,,a,,Healthcare Excellence Canada (HEC),Excellence en santé Canada (ESC)
3518,Aboriginal Healing Foundation,Fondation autochtone de guérison,,,,,,d,2013,Aboriginal Healing Foundation,Fondation autochtone de guérison
3519,Canada Commonwealth Legacy Fund,Fonds du legs des Jeux du Commonwealth,,,,,,d,2014,Canada Commonwealth Legacy Fund,Fonds du legs des Jeux du Commonwealth
3520,Canadian Foundation for Climate and Atmospheric Sciences,Fondation canadienne pour les sciences du climat et de l'atmosphère,,,,,,d,2013,Canadian Foundation for Climate and Atmospheric Sciences,Fondation canadienne pour les sciences du climat et de l'atmosphère
3521,Canadian International Grains Institute,Institut international du Canada pour le grain,,,,,,d,2013,Canadian International Grains Institute,Institut international du Canada pour le grain
3522,"Canadian Wheat Board, The","Commission canadienne du blé, La",,,,,,d,2014,"Canadian Wheat Board, The","Commission canadienne du blé, La"
3523,Centre national multisport-Montréal,Centre national multisport – Montréal,,,,,,d,2012,Centre national multisport-Montréal,Centre national multisport – Montréal
3524,First Nations Financial Management Board,Conseil de gestion financière des premières nations,,,,,,d,2013,First Nations Financial Management Board,Conseil de gestion financière des premières nations
3525,First Nations Tax Commission,Commission de la fiscalité des premières nations,,,,,,d,2013,First Nations Tax Commission,Commission de la fiscalité des premières nations
3526,Health Council of Canada,Conseil canadien de la santé,,,,,,d,2013,Health Council of Canada,Conseil canadien de la santé
3527,International Centre for Human Rights and Democratic Development,Centre international des droits de la personne et du développement démocratique,,,,,,d,2012,International Centre for Human Rights and Democratic Development,Centre international des droits de la personne et du développement démocratique
3528,PrioNet Canada,PrioNet Canada,,,,,,d,2013,PrioNet Canada,PrioNet Canada
3531,Last Post Fund,Fonds du Souvenir,,,,,,t,2018,Last Post Fund,Fonds du Souvenir
3532,"Vanier Institute of the Family, The",L'Institut Vanier de la famille,,,,,,t,2012,"Vanier Institute of the Family, The",L'Institut Vanier de la famille
3533,Canadian Coast Guard,Garde côtière canadienne,,,,,,a,,Canadian Coast Guard,Garde côtière canadienne
3534,Canadian Conservation Institute,Institut canadien de conservation,,,,,,a,,Canadian Conservation Institute,Institut canadien de conservation
3535,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes,,,,,,a,,Canadian Forces Housing Agency,Agence de logement des Forces canadiennes
3536,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine,,,,,,a,,Canadian Heritage Information Network,Réseau canadien d'information sur le patrimoine
3537,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada,,,,,,a,,Canadian Intellectual Property Office,Office de la propriété intellectuelle du Canada
3538,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel,,,,,,a,,Canadian Pari-Mutuel Agency,Agence canadienne du pari mutuel
3539,CORCAN,CORCAN,,,,,,a,,CORCAN,CORCAN
3540,Defence Research and Development Canada,Recherche et développement pour la défense Canada,,,,,,a,,Defence Research and Development Canada,Recherche et développement pour la défense Canada
3541,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada,5,,,,,a,,Indian Oil and Gas Canada,Pétrole et gaz des Indiens du Canada
3542,Measurement Canada,Mesures Canada,,,,,,a,,Measurement Canada,Mesures Canada
3543,Physical Resources Bureau,Direction générale des biens,,,,,,a,,Physical Resources Bureau,Direction générale des biens
3544,Translation Bureau,Bureau de la traduction,,,,,,a,,Translation Bureau,Bureau de la traduction
3545,Consulting and Audit Canada Revolving Fund,Fonds renouvelable de Conseils et Vérification Canada,,,,,,d,2013,Consulting and Audit Canada Revolving Fund,Fonds renouvelable de Conseils et Vérification Canada
3546,Industrial Technologies Office,Office des technologies industrielles,,,,,,t,2017,Industrial Technologies Office,Office des technologies industrielles
3547,Passport Canada,Passeport Canada,,,,,,t,2013,Passport Canada,Passeport Canada
3548,Payroll System General Ledger,Grand livre général du système de la paye,,,,,,a,,Payroll System General Ledger,Grand livre général du système de la paye
3549,Public Service Superannuation,Pension de retraite de la fonction publique,,,,,,a,,Public Service Superannuation,Pension de retraite de la fonction publique
3552,Bank of Canada Museum,Musée de la Banque du Canada,,,,,,a,,Bank of Canada Museum,Musée de la Banque du Canada
3553,Canada Agriculture and Food Museum,Musée de l'agriculture et de l'alimentation du Canada,,,,,,a,,Canada Agriculture and Food Museum,Musée de l'agriculture et de l'alimentation du Canada
3554,Canada Aviation and Space Museum,Musée de l'aviation et de l'espace du Canada,,,,,,a,,Canada Aviation and Space Museum,Musée de l'aviation et de l'espace du Canada
3555,Canada Firearms Centre,Centre des armes à feu Canada,,,,,,a,,Canada Firearms Centre,Centre des armes à feu Canada
3556,Canada Research Chairs,Chaires de recherche du Canada,,,,,,a,,Canada Research Chairs,Chaires de recherche du Canada
3557,Canadian Army,Armée canadienne,,,,,,a,,Canadian Army,Armée canadienne
3558,Canadian Judicial Council,Conseil canadien de la magistrature,,,,,,a,,Canadian Judicial Council,Conseil canadien de la magistrature
3559,Canadian Special Operations Forces Command,Commandement des Forces d'opérations spéciales du Canada,,,,,,a,,Canadian Special Operations Forces Command,Commandement des Forces d'opérations spéciales du Canada
3560,Canadian Trade Commissioner Service,Service des délégués commerciaux du Canada,,,,,,a,,Canadian Trade Commissioner Service,Service des délégués commerciaux du Canada
3561,Canadian War Museum,Musée canadien de la guerre,,,,,,a,,Canadian War Museum,Musée canadien de la guerre
3562,Communications Research Centre Canada,Centre de recherches sur les communications Canada,,,,,,a,,Communications Research Centre Canada,Centre de recherches sur les communications Canada
3563,Competition Bureau Canada,Bureau de la concurrence Canada,,,,,,a,,Competition Bureau Canada,Bureau de la concurrence Canada
3564,Competition Tribunal,Tribunal de la concurrence,,,,,,a,,Competition Tribunal,Tribunal de la concurrence
3565,Court Martial Appeal Court of Canada,Cour d'appel de la cour martiale du Canada,,,,,,a,,Court Martial Appeal Court of Canada,Cour d'appel de la cour martiale du Canada
3566,Democratic Institutions,Institutions démocratiques,,,,,,a,,Democratic Institutions,Institutions démocratiques
3568,Environmental Protection Review Canada,Révision de la protection de l'environnement Canada,,,,,,a,,Environmental Protection Review Canada,Révision de la protection de l'environnement Canada
3569,Federal Court of Appeal,Cour d'appel fédérale,,,,,,a,,Federal Court of Appeal,Cour d'appel fédérale
3570,Federal Court of Canada,Cour fédérale,,,,,,a,,Federal Court of Canada,Cour fédérale
3571,Office of the Federal Ombudsperson for Victims Of Crime,Bureau de l'ombudsman fédéral des victimes d'actes criminels,,,,,,a,,Office of the Federal Ombudsperson for Victims Of Crime,Bureau de l'ombudsman fédéral des victimes d'actes criminels
3572,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada,,,,,,a,,Historic Sites and Monuments Board of Canada,Commission des lieux et monuments historiques du Canada
3573,Independent Review Panel for Defence Acquisition,Commission indépendante d'examen des acquisitions de la Défense,,,,,,a,,Independent Review Panel for Defence Acquisition,Commission indépendante d'examen des acquisitions de la Défense
3574,Intergovernmental Affairs,Affaires intergouvernementales,,,,,,a,,Intergovernmental Affairs,Affaires intergouvernementales
3575,Judicial Compensation and Benefits Commission,Commission d'examen de la rémunération des juges,,,,,,a,,Judicial Compensation and Benefits Commission,Commission d'examen de la rémunération des juges
3577,Leader of the Government in the House of Commons,Leader du gouvernement à la Chambre des communes,,,,,,a,,Leader of the Government in the House of Commons,Leader du gouvernement à la Chambre des communes
3578,Management Advisory Board for the RCMP,Conseil consultatif de gestion pour la GRC,,,,,,a,,Management Advisory Board for the RCMP,Conseil consultatif de gestion pour la GRC
3579,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement,,,,,,a,,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
3580,National Seniors Council,Conseil national des aînés,,,,,,a,,National Seniors Council,Conseil national des aînés
3581,Occupational Health and Safety Tribunal Canada,Tribunal de santé et sécurité au travail Canada,,,,,,a,,Occupational Health and Safety Tribunal Canada,Tribunal de santé et sécurité au travail Canada
3582,Office of the Chief Military Judge,Le cabinet du juge militaire en chef,,,,,,a,,Office of the Chief Military Judge,Le cabinet du juge militaire en chef
3583,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces,Bureau de l'ombudsman de la Défense nationale et des Forces armées canadiennes,,,,,,a,,Office of the Ombudsman for the Department of National Defence and the Canadian Armed Forces,Bureau de l'ombudsman de la Défense nationale et des Forces armées canadiennes
3584,Parliament of Canada,Parlement du Canada,,,,,,a,,Parliament of Canada,Parlement du Canada
3585,Office of the Procurement Ombudsman,Bureau de l'ombudsman de l'approvisionnement,,,,,,a,,Office of the Procurement Ombudsman,Bureau de l'ombudsman de l'approvisionnement
3586,Prime Minister of Canada,Premier ministre du Canada,,,,,,a,,Prime Minister of Canada,Premier ministre du Canada
3587,Public Servants Disclosure Protection Tribunal Canada,Tribunal de la protection des fonctionnaires divulgateurs Canada,,,,,,a,,Public Servants Disclosure Protection Tribunal Canada,Tribunal de la protection des fonctionnaires divulgateurs Canada
3588,Royal Canadian Air Force,Aviation royale canadienne,,,,,,a,,Royal Canadian Air Force,Aviation royale canadienne
3589,Royal Canadian Navy,Marine royale canadienne,,,,,,a,,Royal Canadian Navy,Marine royale canadienne
3590,Royal Military College of Canada,Collège militaire royal du Canada,,,,,,a,,Royal Military College of Canada,Collège militaire royal du Canada
3591,Service Canada,Service Canada,,,,,,a,,Service Canada,Service Canada
3592,Supreme Court of Canada,Cour suprême du Canada,,,,,,a,,Supreme Court of Canada,Cour suprême du Canada
3593,Tax Court of Canada,Cour canadienne de l'impôt,,,,,,a,,Tax Court of Canada,Cour canadienne de l'impôt
3594,Office of the Taxpayers' Ombudsperson,Bureau de l'ombudsman des contribuables,,,,,,a,,Office of the Taxpayers' Ombudsperson,Bureau de l'ombudsman des contribuables
3595,Office of the Veterans' Ombudsman,Bureau de l'ombud des vétérans,,,,,,a,,Office of the Veterans' Ombudsman,Bureau de l'ombud des vétérans
3596,Virtual Museum of Canada,Musée virtuel du Canada,,,,,,a,,Virtual Museum of Canada,Musée virtuel du Canada
3599,Aboriginal Business Canada,Entreprise autochtone Canada,,,,,,a,,Aboriginal Business Canada,Entreprise autochtone Canada
3600,"Appeal Board, Hazardous Materials Information Review Act","Commission d'appel, Loi sur le contrôle des renseignements relatifs aux matières dangereuses",,,,,,a,,"Appeal Board, Hazardous Materials Information Review Act","Commission d'appel, Loi sur le contrôle des renseignements relatifs aux matières dangereuses"
3601,Canada Centre for Inland Waters,Centre canadien des eaux intérieures,,,,,,a,,Canada Centre for Inland Waters,Centre canadien des eaux intérieures
3602,Canadian Museum of Contemporary Photography,Musée canadien de la photographie contemporaine,,,,,,a,,Canadian Museum of Contemporary Photography,Musée canadien de la photographie contemporaine
3603,Environmental Protection Tribunal of Canada,Tribunal de la protection de I'environnement du Canada,,,,,,a,,Environmental Protection Tribunal of Canada,Tribunal de la protection de I'environnement du Canada
3604,Geographical Names Board of Canada,La Commission de toponymie du Canada,,,,,,a,,Geographical Names Board of Canada,La Commission de toponymie du Canada
3605,Geological Survey of Canada,Commission géologique du Canada,,,,,,a,,Geological Survey of Canada,Commission géologique du Canada
3606,Geomatics Canada,Géomatique Canada,,,,,,a,,Geomatics Canada,Géomatique Canada
3607,Indian Residential Schools Resolution Canada,Résolution des questions des pensionnats indiens Canada,,,,,,a,,Indian Residential Schools Resolution Canada,Résolution des questions des pensionnats indiens Canada
3608,National Advisory Council on Aging,Conseil consultatif national sur le troisième âge,,,,,,a,,National Advisory Council on Aging,Conseil consultatif national sur le troisième âge
3609,National Advisory Council on Poverty,Conseil national du Bien-être,,,,,,a,,National Advisory Council on Poverty,Conseil national du Bien-être
3611,Office of the Chief Science Advisor of Canada,Bureau du conseiller scientifique en chef du Canada,,,,,,a,,Office of the Chief Science Advisor of Canada,Bureau du conseiller scientifique en chef du Canada
3612,Policy Horizons Canada,Horizons de politiques Canada,,,,,,a,,Policy Horizons Canada,Horizons de politiques Canada
3613,Ship-source Oil Pollution Fund,Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires,,,,,,a,,Ship-source Oil Pollution Fund,Caisse d'indemnisation des dommages dus à la pollution par les hydrocarbures causée par les navires
3614,Statute Revision Commission Canada,Commission de révision des lois Canada,,,,,,a,,Statute Revision Commission Canada,Commission de révision des lois Canada
3615,Canadian Dairy Commission,Commission canadienne du lait,4,,,,,a,,Canadian Dairy Commission,Commission canadienne du lait
3616,Farm Credit Canada,Financement agricole Canada,3,,,,,a,,Farm Credit Canada,Financement agricole Canada
3618,Canada Council for the Arts,Conseil des Arts du Canada,,,,,,a,,Canada Council for the Arts,Conseil des Arts du Canada
3619,Canadian Broadcasting Corporation,Société Radio-Canada,,,,,,a,,Canadian Broadcasting Corporation,Société Radio-Canada
3620,Canadian Museum for Human Rights,Musée canadien des droits de la personne,3,,,,,a,,Canadian Museum for Human Rights,Musée canadien des droits de la personne
3621,Canadian Museum of History,Musée canadien de l'histoire,3,,,,,a,,Canadian Museum of History,Musée canadien de l'histoire
3622,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21,3,,,,,a,,Canadian Museum of Immigration at Pier 21,Musée canadien de l'immigration du Quai 21
3623,Canadian Museum of Nature,Musée canadien de la nature,3,,,,,a,,Canadian Museum of Nature,Musée canadien de la nature
3624,Canadian Race Relations Foundation,Fondation canadienne des relations raciales,,,,,,a,,Canadian Race Relations Foundation,Fondation canadienne des relations raciales
3625,National Arts Centre Corporation,Société du Centre national des Arts,,,,,,a,,National Arts Centre Corporation,Société du Centre national des Arts
3626,National Gallery of Canada,Musée des beaux-arts du Canada,3,,,,,a,,National Gallery of Canada,Musée des beaux-arts du Canada
3627,National Museum of Science and Technology,Musée national des sciences et de la technologie,3,,,,,a,,National Museum of Science and Technology,Musée national des sciences et de la technologie
3629,Telefilm Canada,Téléfilm Canada,,,,,,a,,Telefilm Canada,Téléfilm Canada
3630,Toronto Organizing Committee for the 2015 Pan American and Parapan American Games,Comité d'organisation des Jeux panaméricains et parapanaméricains de Toronto 2015,,,,,,a,,Toronto Organizing Committee for the 2015 Pan American and Parapan American Games,Comité d'organisation des Jeux panaméricains et parapanaméricains de Toronto 2015
3631,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement,3,,,,,a,,Canada Mortgage and Housing Corporation,Société canadienne d'hypothèques et de logement
3632,Social Security Tribunal,Tribunal de la sécurité sociale,,,,,,t,2013,Social Security Tribunal,Tribunal de la sécurité sociale
3633,Bank of Canada,Banque du Canada,,,,,,a,,Bank of Canada,Banque du Canada
3634,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada,3,,,,,a,,Canada Deposit Insurance Corporation,Société d'assurance-dépôts du Canada
3635,Canada Development Investment Corporation,La Corporation de développement des investissements du Canada,,,,,,a,,Canada Development Investment Corporation,La Corporation de développement des investissements du Canada
3636,Canada Pension Plan Investment Board,Office d'investissement du régime de pensions du Canada,,,,,,a,,Canada Pension Plan Investment Board,Office d'investissement du régime de pensions du Canada
3637,Royal Canadian Mint,Monnaie royale canadienne,,,,,,a,,Royal Canadian Mint,Monnaie royale canadienne
3638,Freshwater Fish Marketing Corporation,Office de commercialisation du poisson d'eau douce,3,,,,,a,,Freshwater Fish Marketing Corporation,Office de commercialisation du poisson d'eau douce
3639,Canadian Commercial Corporation,Corporation commerciale canadienne,3,,,,,a,,Canadian Commercial Corporation,Corporation commerciale canadienne
3640,Export Development Canada,Exportation et développement Canada,3,,,,,a,,Export Development Canada,Exportation et développement Canada
3641,International Development Research Centre,Centre de recherches pour le développement international,,,,,,a,,International Development Research Centre,Centre de recherches pour le développement international
3642,Canada Infrastructure Bank,Banque de l'infrastructure du Canada,3,,,,,a,,Canada Infrastructure Bank,Banque de l'infrastructure du Canada
3643,The Jacques-Cartier and Champlain Bridges Inc.,Les Ponts Jacques-Cartier et Champlain Inc.,3,,,,,a,,The Jacques-Cartier and Champlain Bridges Inc.,Les Ponts Jacques-Cartier et Champlain Inc.
3644,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit,3,,,,,a,,Windsor-Detroit Bridge Authority,Autorité du pont Windsor-Détroit
3645,PPP Canada Inc.,PPP Canada Inc.,,,,,,d,2017,PPP Canada Inc.,PPP Canada Inc.
3646,Business Development Bank of Canada,Banque de développement du Canada,3,,,,,a,,Business Development Bank of Canada,Banque de développement du Canada
3647,Canadian Tourism Commission,Commission canadienne du tourisme,3,,,,,a,,Canadian Tourism Commission,Commission canadienne du tourisme
3648,Standards Council of Canada,Conseil canadien des normes,3,,,,,a,,Standards Council of Canada,Conseil canadien des normes
3649,Atomic Energy of Canada Limited,Énergie atomique du Canada limitée,3,,,,,a,,Atomic Energy of Canada Limited,Énergie atomique du Canada limitée
3650,Canada Lands Company Limited,Société immobilière du Canada limitée,3,,,,,a,,Canada Lands Company Limited,Société immobilière du Canada limitée
3651,Canada Post Corporation,Société canadienne des postes,3,,,,,a,,Canada Post Corporation,Société canadienne des postes
3652,Defence Construction (1951) Limited,Construction de Défense (1951) Limitée,3,,,,,a,,Defence Construction (1951) Limited,Construction de Défense (1951) Limitée
3653,National Capital Commission,Commission de la capitale nationale,3,,,,,a,,National Capital Commission,Commission de la capitale nationale
3654,Atlantic Pilotage Authority,Administration de pilotage de l'Atlantique,3,,,,,a,,Atlantic Pilotage Authority,Administration de pilotage de l'Atlantique
3655,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien,3,,,,,a,,Canadian Air Transport Security Authority,Administration canadienne de la sûreté du transport aérien
3656,Great Lakes Pilotage Authority,Administration de pilotage des Grands Lacs,3,,,,,a,,Great Lakes Pilotage Authority,Administration de pilotage des Grands Lacs
3657,Laurentian Pilotage Authority,Administration de pilotage des Laurentides,3,,,,,a,,Laurentian Pilotage Authority,Administration de pilotage des Laurentides
